chr	start.x	end.x	X	start.y	end.y
chrX	19874384	19874883	43049	19873435	19878666
chr11	2898671	2899170	6897	2898240	2898782
chr11	2898671	2899170	6898	2898983	2899609
chr10	52463741	52464240	5432	52463103	52467297
chr19	20052069	20052568	21040	20051705	20052782
chr10	80529500	80529999	5942	80522128	80531517
chr14	102314091	102314590	13697	102314010	102314257
chr14	102314091	102314590	13698	102314468	102314728
chr2	68362634	68363133	22945	68362121	68365041
chr3	57671258	57671757	29052	57670785	57674073
chr10	101593274	101593773	6340	101592174	101593929
chr17	78384015	78384514	18953	78382890	78390617
chr6	149212876	149213375	36833	149209586	149213951
chr10	11175883	11176382	4685	11171873	11185070
chr10	32961843	32962342	5214	32961037	32962779
chr10	88853177	88853676	6010	88852186	88854968
chr3	179431880	179432379	30208	179425895	179447488
chr5	150488380	150488879	34096	150488018	150491319
chr15	45048666	45049165	14073	45048288	45049885
chr11	45083188	45083687	7369	45077713	45088610
chrX	70433193	70433692	43519	70433598	70434480
chr6	43247067	43247566	35758	43246631	43248129
chrX	66020500	66020999	43483	66019263	66026323
chr9	133539207	133539706	42637	133537070	133542850
chr16	15041567	15042066	15574	15041022	15042167
chr12	128807287	128807786	11315	128805561	128812158
chr1	160100945	160101444	2803	160100924	160101695
chr10	52465681	52466180	5432	52463103	52467297
chr20	50274872	50275371	26260	50265802	50279405
chr5	130032750	130033249	33646	130032239	130035887
chr11	3835708	3836207	6925	3829427	3836969
chr21	42777441	42777940	27030	42777212	42778642
chr5	108730539	108731038	33492	108729827	108731201
chr11	69427232	69427731	7983	69427638	69430269
chr17	740215	740714	16892	739841	740838
chr2	98734108	98734607	23401	98733024	98739590
chr4	123444146	123444645	31915	123442369	123445020
chr14	88002349	88002848	13366	88000984	88004114
chr1	155250606	155251105	2669	155250186	155251199
chr10	89122642	89123141	6038	89119443	89125264
chr4	52031970	52032469	31320	52031960	52032139
chrX	54639659	54640158	43421	54638802	54641320
chr12	26359956	26360455	9552	26358377	26366393
chr10	71748652	71749151	5687	71745475	71759873
chr1	192530989	192531488	3334	192519366	192532200
chr1	154403433	154403932	2613	154402455	154404592
chr18	8601193	8601692	19276	8600536	8606426
chr1	89128732	89129557	1723	89128556	89130809
chr19	54247954	54248453	21835	54247032	54248926
chr19	14004916	14005415	20698	14002603	14005195
chr10	18418464	18418963	4893	18415986	18420728
chr6	156719837	156720336	36961	156719277	156721843
chr2	25361907	25362406	22169	25362201	25363327
chr18	13493707	13494206	19437	13492503	13498337
chr17	3630748	3631247	17048	3630069	3632573
chr14	52696962	52697461	12737	52696413	52698162
chr1	227542446	227542945	3982	227541903	227543039
chr1	109312893	109313392	1901	109312064	109315205
chr8	91048111	91048610	40311	91047936	91048166
chr8	91048111	91048610	40312	91048393	91048834
chr9	121485564	121486063	42226	121477762	121497300
chr22	39290716	39291215	27755	39279184	39310963
chr9	34123640	34124139	41306	34123409	34123726
chr9	34123640	34124139	41307	34124060	34124227
chr1	27863099	27863598	801	27857921	27866438
chr8	29053986	29054485	39736	29051994	29056959
chr8	11874590	11875089	39406	11873863	11881379
chr11	94639788	94640287	8427	94636229	94640766
chr11	74460694	74461193	8161	74459507	74463774
chr22	31676658	31677157	27500	31676552	31677408
chr5	71468908	71469407	33083	71468850	71469480
chr15	99507621	99508120	15221	99495091	99514916
chr13	46170674	46171173	11681	46168254	46179300
chr15	50911580	50912079	14158	50910588	50912243
chr4	139419291	139419790	31994	139416528	139421990
chr13	114065199	114065698	12367	114062336	114070674
chr17	49390466	49390965	18183	49387059	49392783
chr11	48081128	48081627	7458	48074330	48085212
chr16	2507590	2508089	15361	2506473	2509018
chr2	96257707	96258206	23341	96255739	96262036
chr6	159039201	159039700	37034	159035227	159039540
chr4	56704060	56704559	31351	56699799	56705284
chr1	150163013	150163512	2443	150163216	150167237
chr16	31877387	31877886	15973	31875958	31878931
chr14	21385103	21385602	12474	21384999	21385735
chr4	158811634	158812133	32211	158804468	158815342
chr18	9711418	9711917	19304	9711106	9718942
chr10	89384850	89385349	6075	89382874	89386615
chr10	105807891	105808390	6456	105808261	105808435
chr7	130473264	130473763	38889	130471849	130475545
chr20	1819210	1819709	25260	1816665	1822309
chr1	37996475	37996974	1088	37994955	37997652
chr2	16660073	16660572	22090	16649491	16661998
chr6	42045600	42046099	35717	42044277	42047028
chr1	185338664	185339163	3295	185336709	185340278
chr10	97648890	97649389	6298	97647421	97651845
chr20	58306688	58307187	26444	58306441	58307922
chr2	84908200	84908699	23201	84907926	84908957
chr17	43393884	43394383	18002	43393945	43394803
chr18	13451670	13452169	19431	13446077	13453827
chr1	209769367	209769866	3718	209765603	209770293
chr10	52308154	52308653	5429	52308437	52308696
chr7	104943572	104944071	38581	104943446	104946178
chr15	40098645	40099144	13942	40096719	40102139
chr9	78021678	78022177	41569	78019961	78027059
chr2	102033264	102033763	23498	102032310	102034831
chr10	133261759	133262258	6788	133261041	133262011
chr10	133261759	133262258	6789	133262218	133262418
chr19	6065652	6066151	20342	6065124	6068354
chr5	39272389	39273337	32687	39270718	39276079
chr19	2168872	2169371	20129	2167182	2170343
chr3	48656328	48656827	28810	48655467	48657163
chr10	101042629	101043128	6334	101042241	101043675
chr15	48794526	48795025	14110	48794254	48795613
chr7	20201270	20201769	37604	20199828	20202190
chr1	15258723	15259222	324	15256694	15263482
chr10	133294114	133294613	6792	133293463	133295248
chr8	80043292	80043791	40223	80040866	80046052
chr1	145721073	145721572	2294	120341858	149175684
chr1	145721073	145721572	2362	120913308	148460242
chr1	145721073	145721572	2397	121020772	149713009
chr1	145721073	145721572	2400	121041598	149733657
chr8	41663622	41664121	39912	41663661	41664309
chr7	99479062	99479561	38470	99477296	99480306
chr13	50916714	50917213	11868	50914408	50918170
chr1	181087353	181087852	3194	181087156	181088050
chr11	68036909	68037408	7928	68035412	68038584
chr4	184814961	184815460	32383	184810214	184816439
chr5	138459279	138459778	33779	138457708	138461682
chr1	206930207	206930706	3642	206929668	206932985
chr3	190101373	190101872	30492	190099299	190102983
chr16	87464263	87464762	16735	87463846	87466175
chr6	166587958	166588457	37142	166586790	166590524
chr7	141960550	141961049	39073	141950078	141962783
chr22	24242667	24243166	27328	24242626	24242881
chr1	231036351	231036850	4068	231036211	231036460
chr1	231036351	231036850	4069	231036693	231037003
chr1	6581843	6582342	95	6581117	6582761
chr1	159896034	159896533	2797	159896481	159896873
chr19	2032340	2032839	20111	2030827	2033128
chr20	46058310	46058809	26095	46057417	46067527
chr5	79590297	79590796	33195	79589684	79592121
chr6	83070930	83071429	36052	83069803	83072218
chr3	98761583	98762082	29243	98759195	98763154
chr1	198776647	198777146	3385	198773641	198779082
chr2	137981173	137981672	24012	137979327	137983336
chr17	975339	975838	16895	974842	976695
chr16	68470409	68470908	16337	68469354	68472267
chr19	45419316	45419815	21457	45416732	45422233
chr8	8346372	8346871	39353	8342566	8349186
chr3	172716395	172716894	30161	172716215	172717079
chr12	12992332	12992831	9383	12991780	12993842
chr1	40312383	40312882	1156	40312255	40313114
chr10	35216448	35216947	5247	35216229	35217749
chr1	6502317	6502816	89	6498439	6504553
chr5	135456152	135456651	33755	135455439	135457191
chr2	70132162	70132661	23081	70131478	70133948
chr6	108841492	108841991	36216	108840904	108842255
chr8	1949284	1949783	39316	1947797	1952251
chr15	70319458	70319957	14661	70316304	70329991
chr5	95865166	95865665	33407	95856485	95874693
chr11	76863117	76863616	8240	76862570	76863305
chr16	70430864	70431363	16362	70429861	70431694
chr4	121354	121853	30690	120785	121508
chr15	72461961	72462460	14697	72461409	72462731
chr15	72368867	72369366	14691	72367487	72370644
chr22	31923024	31923523	27510	31915111	31926898
chr9	98112514	98113013	41863	98112286	98113618
chr12	6367634	6368586	9125	6366895	6370154
chr15	79981847	79982346	14892	79976382	79982863
chr4	140094763	140095262	32037	140090288	140101660
chr11	6646918	6647417	6964	6646353	6648305
chr17	81049887	81050386	19046	81048993	81050833
chr9	68547380	68547879	41425	68545698	68548662
chr16	57381107	57381606	16182	57379504	57385683
chr9	117403397	117403896	42156	117403778	117403979
chr19	16078706	16079205	20787	16078561	16080535
chr5	141945645	141946144	33916	141938930	141948773
chr1	206949126	206949625	3643	206946988	206950270
chr17	31582022	31582521	17698	31578933	31585041
chr16	53061849	53062348	16087	53061337	53066821
chr12	128829763	128830262	11319	128828524	128831233
chr15	51731746	51732245	14201	51730101	51733509
chr1	230972917	230973416	4062	230972645	230973183
chrX	120262722	120263221	43788	120262300	120265239
chr2	61158510	61159009	22795	61156897	61160056
chr22	45996439	45996938	27956	45995014	46002533
chr16	57384171	57384670	16182	57379504	57385683
chr17	36085652	36086151	17785	36085241	36086457
chr14	100166529	100167028	13656	100165430	100167810
chr22	42444336	42444835	27864	42443650	42445083
chr11	95254211	95254710	8443	95253236	95257847
chr22	29411508	29412007	27425	29410695	29412816
chr9	121072972	121073471	42184	121071001	121073646
chr1	156748862	156749361	2740	156745940	156749745
chr16	57366487	57366986	16179	57365781	57367462
chr17	41932991	41933490	17917	41932414	41933725
chr17	78324508	78325007	18939	78323833	78325702
chr1	205313869	205314368	3500	205310816	205317868
chr17	75268869	75269368	18765	75265917	75268883
chr12	102498482	102498981	10664	102497607	102499825
chr9	5455089	5455588	41111	5452164	5456073
chr6	26532720	26533219	35213	26532047	26533642
chr11	33732143	33732642	7240	33731477	33733150
chr1	117048943	117049442	2125	117048549	117050484
chr2	28952653	28953152	22291	28952261	28953040
chr10	104349523	104350022	6455	104348540	104352342
chr11	126280531	126281030	8866	126279982	126281488
chr12	26339152	26339651	9551	26333836	26358130
chr1	207825701	207826200	3668	207824457	207829888
chr12	22034960	22035459	9457	22034237	22035441
chr16	2904102	2904601	15381	2903918	2905519
chr6	159117504	159118003	37047	159115464	159122258
chr1	211606352	211606851	3741	211605066	211608498
chr19	8506045	8506544	20449	8503160	8506632
chr8	26445961	26446460	39677	26444509	26450768
chr4	78657986	78658485	31477	78648916	78669735
chr14	103527221	103527720	13741	103526712	103527904
chr9	19184179	19184678	41188	19181961	19185516
chr19	12782399	12782898	20640	12781355	12783767
chr19	39401457	39401956	21212	39397094	39406013
chr1	117051376	117051875	2126	117050812	117052463
chr17	8041218	8041717	17243	8039008	8043407
chr8	11857136	11857635	39403	11850597	11862759
chr9	124267087	124267586	42289	124266468	124268068
chr12	14257613	14258112	9396	14255161	14261520
chrX	23901726	23902225	43120	23898357	23902539
chr13	30395402	30395901	11530	30394524	30396038
chr16	31113591	31114090	15941	31112340	31115189
chr1	167911250	167911749	3010	167909753	167912743
chr15	40330386	40330885	13965	40326140	40337347
chrX	30590328	30590827	43140	30587730	30599405
chr14	71317320	71317819	13079	71317466	71318001
chr12	26340640	26341139	9551	26333836	26358130
chrX	10166834	10167333	42898	10165207	10168367
chr2	98749067	98749566	23405	98745740	98769979
chr10	23451367	23451866	5023	23446599	23453831
chr21	43810709	43811208	27079	43810971	43811850
chr7	155205395	155205894	39241	155204845	155207443
chr16	29600024	29600523	15824	29599994	29600272
chr11	60954380	60954879	7576	60952741	60955217
chr17	19463120	19463619	17460	19462375	19463259
chr17	19463120	19463619	17461	19463520	19464746
chr13	46172624	46173123	11681	46168254	46179300
chr9	137414164	137414663	42765	137413496	137415302
chr4	153659504	153660003	32151	153646060	153663027
chr4	151098123	151098622	32114	151097806	151098952
chr5	56823019	56823518	32940	56822564	56823694
chr6	142294673	142295172	36736	142294400	142295512
chr16	50684445	50684944	16051	50683486	50686661
chr16	21604713	21605212	15676	21603884	21605724
chr3	37457354	37457853	28530	37457690	37457982
chr14	58239683	58240182	12803	58238894	58240701
chr2	195650168	195650667	24502	195645521	195652902
chr11	60953713	60954212	7576	60952741	60955217
chr11	74461273	74461772	8161	74459507	74463774
chr12	22687615	22688114	9467	22685889	22688861
chr14	73269955	73270454	13097	73269603	73270721
chr2	233349120	233349619	25082	233348845	233349864
chr11	57644719	57645218	7483	57644439	57645021
chr10	110864565	110865064	6507	110857993	110869720
chr10	80526717	80527216	5942	80522128	80531517
chr17	76268146	76268645	18842	76267072	76269857
chr7	149866763	149867262	39133	149865150	149867365
chr5	17255635	17256134	32549	17254819	17256757
chr1	225813303	225813802	3935	225813095	225814057
chr7	141649840	141650339	39050	141649534	141651375
chrX	76148741	76149240	43557	76147574	76149134
chr9	122816128	122816627	42251	122815852	122816963
chr14	69614567	69615066	13047	69614786	69633576
chr11	93529556	93530055	8398	93528265	93530917
chr17	65050614	65051113	18530	65042466	65053783
chr16	75108922	75109421	16467	75108704	75110318
chr7	129137204	129137703	38864	129133850	129138065
chr4	83320469	83320968	31534	83316202	83324073
chr20	57718336	57718835	26438	57715999	57718462
chr20	57718336	57718835	26439	57718693	57719307
chr1	39936683	39937182	1132	39933604	39938462
chr9	136267127	136267626	42706	136266847	136272009
chr20	25042857	25043356	25736	25041814	25045872
chr9	34986374	34986873	41321	34986716	34987667
chr12	106147984	106148483	10758	106141810	106151880
chr5	1516100	1516599	32443	1515615	1519010
chr19	16584233	16584732	20825	16583032	16589270
chr22	23846420	23846919	27312	23840887	23849964
chr3	111311748	111312247	29336	111308858	111313772
chr11	14636217	14636716	7142	14634765	14637526
chr8	29749468	29749967	39761	29747400	29750765
chr7	23215965	23216464	37647	23215404	23217382
chr5	140612065	140612564	33877	140604869	140612098
chr5	140612065	140612564	33878	140612391	140615099
chr14	77641393	77641892	13308	77639883	77642843
chr10	103441863	103442362	6425	103441378	103443204
chr7	73749923	73750422	38224	73748015	73751670
chr11	65419867	65420366	7783	65416149	65421043
chrX	119775481	119775980	43783	119774922	119777819
chr8	37691369	37691868	39831	37690134	37692986
chr17	7121275	7121774	17181	7119135	7124625
chr10	43595105	43595604	5283	43595091	43595740
chr16	58425978	58426477	16211	58425033	58427437
chr17	4733191	4733690	17102	4732378	4738104
chr19	18017229	18018069	20916	18015518	18025936
chr11	6469036	6469535	6957	6468972	6469925
chr11	73154104	73154603	8107	73150525	73160812
chr10	133259244	133259743	6787	133257345	133260208
chr15	39799393	39799892	13930	39799279	39800224
chr17	20120739	20121238	17485	20119878	20124454
chr17	28403729	28404228	17552	28403791	28404795
chr11	74462508	74463007	8161	74459507	74463774
chr13	33363305	33363804	11584	33362127	33363946
chr2	190891409	190891908	24455	190889273	190893127
chr6	35299634	35300133	35553	35299905	35304794
chr9	104775261	104775760	41934	104774217	104778185
chr2	130391108	130391607	23911	130384541	130392516
chr8	141095391	141095890	40920	141083980	141098256
chr4	94339686	94340185	31750	94338665	94340301
chr1	233293588	233294087	4136	233289176	233294121
chr11	88414505	88415004	8385	88414104	88416491
chr7	111960893	111961392	38662	111948172	111963245
chrX	77917520	77918019	43565	77917152	77918021
chr12	75472165	75472664	10363	75470969	75473985
chr15	79968159	79968658	14890	79967367	79970542
chr1	3630212	3630711	82	3629934	3631424
chr17	1197877	1198376	16922	1187623	1209602
chr22	45287955	45288454	27939	45285662	45289357
chr19	18677931	18678430	20999	18677617	18678841
chr12	132772518	132773017	11368	132765175	132774730
chr12	6307401	6307900	9109	6305992	6309047
